var_name,var_label
whd080r,How did {you/SP} try to lose weight?
whd080s,How did {you/SP} try to lose weight?
whd080t,How did {you/SP} try to lose weight?
whd100a,What did {you/SP} do to keep from gaining weight?
whd100b,What did {you/SP} do to keep from gaining weight?
whd100c,What did {you/SP} do to keep from gaining weight?
whd100c,What did {you/SP} do to keep from gaining weight?
whd100d,What did {you/SP} do to keep from gaining weight?
whd100d,What did {you/SP} do to keep from gaining weight?
whd100e,What did {you/SP} do to keep from gaining weight?
whd100f,What did {you/SP} do to keep from gaining weight?
whd100f,What did {you/SP} do to keep from gaining weight?
whd100g,What did {you/SP} do to keep from gaining weight?
whd100h,What did {you/SP} do to keep from gaining weight?
whd100i,What did {you/SP} do to keep from gaining weight?
whd100j,What did {you/SP} do to keep from gaining weight?
whd100k,What did {you/SP} do to keep from gaining weight?
whd100l,What did {you/SP} do to keep from gaining weight?
whd100l,What did {you/SP} do to keep from gaining weight?
whd100m,What did {you/SP} do to keep from gaining weight?
whd100n,What did {you/SP} do to keep from gaining weight?
whd100o,What did {you/SP} do to keep from gaining weight?
whd100p,What did {you/SP} do to keep from gaining weight?
whd100q,What did {you/SP} do to keep from gaining weight?
whd100r,What did {you/SP} do to keep from gaining weight?
whd100s,What did {you/SP} do to keep from gaining weight?
whd100t,What did {you/SP} do to keep from gaining weight?
whd110,"How much did {you/SP} weigh 10 years ago?  [If you don't know {your/his/her} exact weight, please ma"
whd120,"How much did {you/SP} weigh at age 25?  [If you don't know {your/his/her} exact weight, please make "
whd130,"How tall {were you/was SP} at age 25?  [If you don't know {your/his/her} exact height, please make y"
whd140,"Up to the present time, what is the most {you have/SP has} ever weighed?"
whd150,"How old {were you/was SP} then?  [If you don't know {your/his/her} exact age, please make your best "
whd160,What is the least {you/SP} ever weighed since {you were/s/he was} 18?
whd170,"How old {were you/was SP} then?  [If you don't know {your/his/her} exact age, please make your best "
whd220,Weight loss most successful(pounds)
whq030,{Do you/Does SP} consider {your/his/her}self now to be . . . [If {you are/she is} currently pregnant
whq030,{Do you/Does SP} consider {your/his/her}self now to be . . .
whq040,Would {you/SP} like to weigh . . .
whq060,Was the change between {your/SP's} current weight and {your/his/her} weight a year ago intentional?
whq070,"During the past 12 months, {have you/has SP} tried to lose weight?"
whq080c,How did {you/SP} try to lose weight?
whq080e,How did {you/SP} try to lose weight?
whq080g,How did {you/SP} try to lose weight?
whq080h,How did {you/SP} try to lose weight?
whq080i,How did {you/SP} try to lose weight?
whq080j,How did {you/SP} try to lose weight?
whq080k,How did {you/SP} try to lose weight?
whq090,"During the past 12 months, {have you/has SP} done anything to keep from gaining weight?"
whq100a,What did {you/SP} do to keep from gaining weight?
whq100b,What did {you/SP} do to keep from gaining weight?
whq100e,What did {you/SP} do to keep from gaining weight?
whq100g,What did {you/SP} do to keep from gaining weight?
whq100h,What did {you/SP} do to keep from gaining weight?
whq100i,What did {you/SP} do to keep from gaining weight?
whq100j,What did {you/SP} do to keep from gaining weight?
whq100k,What did {you/SP} do to keep from gaining weight?
whq150,"How old {were you/was SP} then?  [If you don't know {your/his/her} exact age, please make your best "
whq210,Have you/Has SP ever tried to lose weight?
whq270,"In the past 12 months, {did you/did SP} seek help from a personal trainer, dietitian, nutritionist, "
whq280a,Was that a...
whq280b,Was that a...
whq280c,Was that a...
whq280d,Was that a...
whq280e,Was that a...
smd410,I would now like to ask you a few questions about smoking.   Does anyone who lives here smoke cigare
smd415,Total number of smokers in home
smd415a,Total # of cigarette smokers in home
smd415b,Total # of cigar smokers in home
smd415c,Total # of pipe smokers in home
smd430,How many cigarettes per day {do you/does PERSON} usually smoke anywhere inside the home?
smd440,How many cigars per day {do you/does PERSON} usually smoke anywhere inside the home?
smd450,How many pipes per day {do you/does PERSON} usually smoke anywhere inside the home?
whd100a,What did {you/SP} do to keep from gaining weight?
whd100b,What did {you/SP} do to keep from gaining weight?
whd100e,What did {you/SP} do to keep from gaining weight?
whd100g,What did {you/SP} do to keep from gaining weight?
whd100h,What did {you/SP} do to keep from gaining weight?
whd100i,What did {you/SP} do to keep from gaining weight?
whd100j,What did {you/SP} do to keep from gaining weight?
whd100k,What did {you/SP} do to keep from gaining weight?
ald100,The next questions are about drinking alcoholic beverages. Included are liquor (such as whiskey or g
bpd110a,{Even though {you have/SP has} never had {your/his/her} blood cholesterol checked} {Even though a do
bpd110b,{Even though {you have/SP has} never had {your/his/her} blood cholesterol checked} {Even though a do
bpd110c,{Even though {you have/SP has} never had {your/his/her} blood cholesterol checked} {Even though a do
bpd120,Even though a doctor or other health professional has never told {you/SP} to eat fewer high fat or h
bpd130,Even though a doctor or other health professional has never told {you/SP} to control {your/his/her} 
bpd140,Even though a doctor or other health professional has never told {you/SP} to increase {your/his/her}
did040g,How old {was SP/were you} when a doctor or other health professional first told {you/him/her} that {
did040q,How old {was SP/were you} when a doctor or other health professional first told {you/him/her} that {
did060g,For how long {have you/has SP} been taking insulin?
did060q,For how long {have you/has SP} been taking insulin?
dbd071a,What type of milk was {SP} first fed on a daily basis?  Was it . . .
dbd071b,What type of milk was {SP} first fed on a daily basis?  Was it . . .
dbd071c,What type of milk was {SP} first fed on a daily basis?  Was it . . .
dbd071d,What type of milk was {SP} first fed on a daily basis?  Was it . . .
dbd071u,What type of milk was {SP} first fed on a daily basis?  Was it . . .
dbd102,"During the past 12 months, how often per day, per week, per month or per year did {you/SP} eat dark "
dbd103,"During the past 12 months, how often per day, per week, per month or per year did {you/SP} eat cooke"
dbd196,Now I'm going to ask a few questions about milk products.  Do not include their use in cooking.  In 
dbd221a,What type of milk was it?  Was it usually . . .
dbd221b,What type of milk was it?  Was it usually . . .
dbd221c,What type of milk was it?  Was it usually . . .
dbd221d,What type of milk was it?  Was it usually . . .
dbd221u,What type of milk was it?  Was it usually . . .
dbd229,The next question is about regular milk use.  A regular milk drinker is someone who uses any type of
dbd235ae,"Now, I'm going to ask you how often {you/SP} drank milk at different times in {your/his/her} life.  "
dbd235be,"Now, I'm going to ask you how often {you/SP} drank milk at different times in {your/his/her} life.  "
dbd235ce,"Now, I'm going to ask you how often {you/SP} drank milk at different times in {your/his/her} life.  "
dbd301,The next questions are about meals provided by community or government programs.  In the past 12 mon
dbd381,"During the school year, about how many times a week {do you/does SP} usually get a complete school l"
dbd411,"During the school year, about how many times a week {do you/does SP} usually get a complete breakfas"
dbd421,"{Do you/Does SP} get these breakfasts free, at a reduced price, or {do you/does he/she} pay full pri"
dbq360,"During the school year, {do you/does SP} attend a kindergarten, grade school, junior or high school?"
dbq370,Does {your/SP's} school serve school lunches?  These are complete lunches that cost the same every d
dbq400,Does {your/SP's} school serve a complete breakfast that costs the same every day?
ecd010,First I have some questions about {SP NAME's} birth. How old was {SP NAME's} biological mother when 
ecq100,(First/Next) I have some questions about day care and preschool.  By day care I mean child care wher
ecq110,Does {SP} now attend day care or preschool?
mcd147,Have {SP's} periods or menstrual cycles started yet?
mcd160m,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . . had a thyroid pr
mcd170m,{Do you/Does SP} still . . . have a thyroid problem?
mcd180m,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had a thyroid problem?
mcq025,How old {were you/was SP} when {you were/s/he was} first told {he/she} had asthma?
mcq035,{Do you/Does SP} still have asthma?
pad480,"Now I will ask about TV watching or computer use.  Over the past 30 days, on a typical day how much "
pad590,"Over the past 30 days, on average about how many hours per day did {you/SP} sit and watch TV or vide"
pad600,"Over the past 30 days, on average about how many hours per day did {you/SP} use a computer or play c"
padlevel,Reported intensity level of activity.
padtimes,"[Over the past 30 days], how often did {you/SP} do {activity}?"
smd092,May I please see the pack for the brand of cigarettes {you usually smoke/SP usually smokes}.
smdupca,Cigarette 12-digit Universal Product Code (UPC)
smq077,How soon after you wake up do you smoke? Would you say...
smaquex,Questionnaire Mode Flag.
smq680,The following questions ask about use of tobacco or nicotine products in the past 5 days.  During th
smq690a,Which of these products did {you/he/she} use?
smq690b,Which of these products did {you/he/she} use?
smq690c,Which of these products did {you/he/she} use?
smq690d,Which of these products did {you/he/she} use?
smq690f,Which of these products did {you/he/she} use?
smq710,"During the past 5 days {including today}, on how many days did {you/he/she} smoke cigarettes?"
smq720,"During the past 5 days, on the days {you/he/she} smoked, how many cigarettes did {you/he/she} smoke "
smq740,"During the past 5 days (including today), on how many days did {you/he/she} smoke a pipe?"
smq750,"During the past 5 days, on the days did {you/he/she} smoked a pipe, how many pipes did {you/he/she} "
smq770,"During the past 5 days (including today), on how many days did {you/he/she} smoke cigars?"
smq780,"During the past 5 days, on the days {you/he/she} smoked cigars, how many cigars did {you/he/she} smo"
smq800,"During the past 5 days (including today), on how many days did {you/he/she} use chewing tobacco, suc"
smq830,"During the past 5 days (including today), on how many days did {you/he/she} use any product containi"
alq101,The next questions are about drinking alcoholic beverages. Included are liquor (such as whiskey or g
dbd197,Now I'm going to ask a few questions about milk products.  Do not include their use in cooking.  In 
dbq071a,What type of milk was {SP} first fed on a daily basis?  Was it . . .
dbq071b,What type of milk was {SP} first fed on a daily basis?  Was it . . .
dbq071c,What type of milk was {SP} first fed on a daily basis?  Was it . . .
dbq071d,What type of milk was {SP} first fed on a daily basis?  Was it . . .
dbq071u,What type of milk was {SP} first fed on a daily basis?  Was it . . .
dbq221a,What type of milk was it?  Was it usually . . .
dbq221b,What type of milk was it?  Was it usually . . .
dbq221c,What type of milk was it?  Was it usually . . .
dbq221d,What type of milk was it?  Was it usually . . .
dbq221u,What type of milk was it?  Was it usually . . .
dbq229,The next question is about regular milk use.  A regular milk drinker is someone who uses any type of
dbq235a,"Now, I'm going to ask you how often {you/SP} drank milk at different times in {your/his/her} life.  "
dbq235b,"Now, I'm going to ask you how often {you/SP} drank milk at different times in {your/his/her} life.  "
dbq235c,"Now, I'm going to ask you how often {you/SP} drank milk at different times in {your/his/her} life.  "
dbq301,The next questions are about meals provided by community or government programs.  In the past 12 mon
dbq421,"{Do you/Does SP} get these breakfasts free, at a reduced price, or {do you/does he/she} pay full pri"
dbq424,(Do you/Does SP) get a free or reduced price meal at any summer program (he/she) attends?
imd010,{Have you/Has SP} ever received hepatitis A vaccine?  This vaccine is given as a two dose series rou
mcq149,Have {SP's} periods or menstrual cycles started yet?
mcq160m,Has a doctor or other health professional ever told {you/SP}  that {you/s/he} . . . had a thyroid pr
mcq170m,{Do you/Does SP} still . . . have a thyroid problem?
mcq180m,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had a thyroid problem?
mcq265,"Including living and deceased, were any of (SP's/your) biological that is, blood relatives including"
mcq267a,Which biological blood family member?
mcq267b,Which biological blood family member?
mcq267c,Which biological blood family member?
mcq267d,Which biological blood family member?
mcq267e,Which biological blood family member?
smd093,May I please see the pack for the brand of cigarettes {you usually smoke/SP usually smokes}.
smd100ln,Cigarette product length
smd641,On how many of the past 30 days did {you/SP} smoke a cigarette?
smd650,"During the past 30 days, on the days that {you/SP} smoked, about how many cigarettes did {you/s/he} "
smq140,{Do you/Does SP} now smoke a pipe
smq200,{Do you/Does SP} now use snuff
smq230,{Do you/Does SP} now use chewing tobacco
alq101,The next questions are about drinking alcoholic beverages.  Included are liquor (such as whiskey or 
dbd072a,What type of milk was {SP} first fed on a daily basis?  Was it . . .
dbd072b,What type of milk was {SP} first fed on a daily basis?  Was it . . .
dbd072c,What type of milk was {SP} first fed on a daily basis?  Was it . . .
dbd072d,What type of milk was {SP} first fed on a daily basis?  Was it . . .
dbd072u,What type of milk was {SP} first fed on a daily basis?  Was it . . .
dbd091,"Next, Im going to ask you about meals.  By meal, I mean breakfast, lunch and dinner.  On average, ho"
dbd222a,What type of milk was it?  Was it usually . . .
dbd222b,What type of milk was it?  Was it usually . . .
dbd222c,What type of milk was it?  Was it usually . . .
dbd222d,What type of milk was it?  Was it usually . . .
dbd222u,What type of milk was it?  Was it usually . . .
dbq197,Now I'm going to ask a few questions about milk products.  Do not include their use in cooking.  In 
dbq700,"Next I have some questions about {your/SP?s} eating habits.  In general, how healthy is {your/his/he"
dbq720,Have you heard of the 'Dietary Guidelines for Americans'?
dbq730,[Have you heard of] 'The Food Guide Pyramid'?
dbq740,[Have you heard of] The 5-A-Day [for Better Health] Program?
dbq750,Here is an example of a food label.  [HAND CARD DBQ4]  This part of the food label is called the Nut
dbq760,"How about the list of ingredients?
[How often do you use the list of ingredients when deciding to b"
dbq770,"How about the information on the size of a serving?
[How often do you use information on the size o"
dbq780,Some food packages contain health claims about the benefits of nutrients or foods like the examples 
dbq790,"When you use the food label to decide about a food product, how often do you look for information ab"
dbq800,"[When you use the food label to decide about a food product, how often do you look for information a"
dbq810,"[When you use the food label to decide about a food product, how often do you look for information a"
dbq820,"[When you use the food label to decide about a food product, how often do you look for information a"
dbq830,"[When you use the food label to decide about a food product, how often do you look for information a"
dbq840,"[When you use the food label to decide about a food product, how often do you look for information a"
dbq850,"[When you use the food label to decide about a food product, how often do you look for information a"
dbq860,"[When you use the food label to decide about a food product, how often do you look for information a"
dbq870,"[When you use the food label to decide about a food product, how often do you look for information a"
dbq880,"[When you use the food label to decide about a food product, how often do you look for information a"
dbq890,"Would you say you strongly agree, somewhat agree, neither agree nor disagree, somewhat disagree, or "
did040,How old {was SP/were you} when a doctor or other health professional first told {you/him/her} that {
did060,For how long {have you/has SP} been taking insulin?
did070,{Is SP/Are you} now taking diabetic pills to lower {{his/her}/your} blood sugar?  These are sometime
did250,How many times {have you/has SP} seen this doctor or other health professional in the past 12 months
did260,How often {do you check your/does SP check his/her} blood for glucose or sugar?  Include times when 
did270,"Glycosylated (GLY-CO-SYL-AT-ED) hemoglobin or the ""A one C"" test measures the average level of blood"
did310d,What does {your/SP's} doctor or other health professional say {your/his/her} blood pressure should b
did310s,What does {your/SP's} doctor or other health professional say {your/his/her} blood pressure should b
did320,"One part of total serum cholesterol in {your/SP's} blood is a bad cholesterol, called LDL, which bui"
did330,What does {your/SP's} doctor or other health professional say {your/his/her} LDL cholesterol should 
did340,"During the past 12 months, about how many times has a doctor or other health professional checked {y"
did350,How often {do you check your feet/does SP check (his/her) feet} for sores or irritations?  Include t
diq160,{Have you/Has SP} ever been told by a doctor or other health professional that {you have/SP has} any
diq170,{Have you/Has SP} ever been told by a doctor or other health professional that {you have/s/he has} h
diq180,{Have you/Has SP} had a blood test for high blood sugar or diabetes within the past three years?
diq190a,"To lower {your/his/her} risk for certain diseases, during the past 12 months {have you/has s/he} eve"
diq190b,"To lower {your/his/her} risk for certain diseases, during the past 12 months {have you/has s/he} eve"
diq190c,"To lower {your/his/her} risk for certain diseases, during the past 12 months {have you/has s/he} eve"
diq200a,"To lower {your/his/her} risk for certain diseases, {are you/is s/he} now doing any of the following:"
diq200b,"To lower {your/his/her} risk for certain diseases, {are you/is s/he} now doing any of the following:"
diq200c,"To lower {your/his/her} risk for certain diseases, {are you/is s/he} now doing any of the following:"
diq220,Was {your/his/her} diabetes diagnosed...
diq230,When was the last time {you/SP} saw a diabetes nurse educator or dietitian or nutritionist for {your
diq240,Is there one doctor or other health professional {you usually see/SP usually sees} for {your/his/her
diq260u,How often {do you check your/does SP check his/her} blood for glucose or sugar?  Include times when 
diq280,"What was {your/SP's} last ""A one C"" level?"
diq290,"What does {your/SP's} doctor or other health professional say {your/his/her} ""A one C"" level  should"
diq300d,Blood pressure is usually given as one number over another.  What was {your/SP's} most recent blood 
diq300s,Blood pressure is usually given as one number over another.  What was {your/SP's} most recent blood 
diq350u,How often {do you check your feet/does SP check (his/her) feet} for sores or irritations?  Include t
diq360,When was the last time {you/SP} had an eye exam in which the pupils were dilated?  This would have m
ecq150,Are you now doing anything to help {SP} control {his/her} weight?
mcq080e,Has a doctor or health professional ever told you that {SP} was overweight?
whq030e,Do you consider {SP} now to be . . .
imq011,{Have you/Has SP} ever received hepatitis A vaccine?  This vaccine is given as a two dose series rou
mcd330,How long ago was {your/his} last PSA test?
mcq080,Has a doctor or other health professional ever told {you/SP} that {you were/s/he/SP was} overweight?
mcq240dk,How old {were you/was SP} when cancer was first diagnosed?
mcq268a,Which biological [blood] family members?
mcq268b,Which biological [blood] family members?
mcq268c,Which biological [blood] family members?
mcq268d,Which biological [blood] family members?
mcq300a,"Including living and deceased, were any of {SP's/your} close biological that is, blood relatives inc"
mcq300b,"Including living and deceased, were any of {SP's/your} close biological that is, blood relatives inc"
mcq300c,"Including living and deceased, were any of {SP's/your} close biological that is, blood relatives inc"
mcq310,{Have you/Has SP} ever had a blood test that {your/his} doctor told {you/him} was being used to chec
mcq320,How old {were you/was SP}  when {you/he} first had {your/his} PSA test?
mcq340,How many PSA tests {have you/has SP} had in the last 5 years?
mcq350,Has a doctor or other health care professional ever told {you/SP} that {your/his} PSA test was not n
smaquex2,Questionnaire Mode Flag
smd100br,BRAND OF CIGARETTES SMOKED BY SP (SUB-BRAND INCLUDED IF APPLICABLE AND AVAILABLE)
smd100co,CIGARETTE CARBON MONOXIDE CONTENT
smd100fl,CIGARETTE PRODUCT FILTERED OR NON-FILTERED
smd100ln,CIGARETTE PRODUCT LENGTH
smd100ni,CIGARETTE NICOTINE CONTENT
smd100tr,CIGARETTE TAR CONTENT
smq620,The following questions are about cigarette smoking and other tobacco use. Have you ever tried cigar
whq030m,Do you consider yourself now to be . . .
whq500,Which of the following are you trying to do about your weight:
whq510a,Why are you trying to lose weight?
whq510b,Why are you trying to lose weight?
whq510c,Why are you trying to lose weight?
whq510d,Why are you trying to lose weight?
whq510e,Why are you trying to lose weight?
whq510f,Why are you trying to lose weight?
whq510g,Why are you trying to lose weight?
whq510h,Why are you trying to lose weight?
whq510i,Why are you trying to lose weight?
whq510j,Why are you trying to lose weight?
whq510k,Why are you trying to lose weight?
whq510l,Why are you trying to lose weight?
whq510m,Why are you trying to lose weight?
whq510n,Why are you trying to lose weight?
whq510o,Why are you trying to lose weight?
whq510u,Why are you trying to lose weight?
whq520,"In the past year, how often have you tried to lose weight?  Would you say . . ."
whq530,"In the past year, how often have you been on a diet to lose weight?  Would you say . . ."
whq540,"In the past year, how often have you starved (not eaten) for a day or more to lose weight?  Would yo"
whq550,"In the past year, how often have you cut back on what you ate to lose weight?  Would you say . . ."
whq560,"In the past year, how often have you skipped meals to lose weight?  Would you say . . ."
whq570,"In the past year, how often have you exercised to lose weight?  Would you say . . ."
whq580,"In the past year, how often have you eaten less sweets or fatty foods to lose weight?  Would you say"
bpd035,How old {were you/was SP} when {you were/he/she was} first told that {you/he/she} had hypertension o
bpq052,{Have you/Has SP} ever been told by a doctor or other health professional that {you have/s/he has} p
bpq057,{Have you/Has SP} ever been told by a doctor or other health professional that {you have/s/he has} h
imq011,Hepatitis (Hep-a-ti-tis) A vaccine is given as a two dose series to some children older than 2 years
imq020,Hepatitis (Hep-a-ti-tis) B vaccine is given in three separate doses and has been recommended for all
imq040,Human Papillomavirus (HPV) vaccine is given to prevent cervical cancer in girls and women.  It is gi
imq045,How many doses {have you/has SP} received?
mcq051,"During the past 3 months, {have you/has SP} taken medication prescribed by a doctor or other health "
mcq160n,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had gout?
mcq180n,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had gout?
pad590,"Now I will ask you about TV watching and computer use. Over the past 30 days, on average how many ho"
pad600,"Over the past 30 days, on average how many hours per day did {SP} use a computer or play computer ga"
pad615,How much time {do you/does SP} spend doing vigorous-intensity activities at work on a typical day?
pad630,How much time {do you/does SP} spend doing moderate-intensity activities at work on a typical day?
pad645,How much time {do you/does SP} spend walking or bicycling for travel on a typical day?
pad660,"How much time {do you/does SP} spend doing vigorous-intensity sports, fitness or recreational activi"
pad675,"How much time {do you/does SP} spend doing moderate-intensity sports, fitness or recreational activi"
pad680,"The following question is about sitting or reclining at work, at home, or at school.  Include time s"
paq560,Now I'd like to ask you some questions about {SP's} activities.  How many times per week does {SP} p
paq605,Next I am going to ask you about the time {you spend/SP spends} doing different types of physical ac
paq610,"In a typical week, on how many days {do you/does SP} do vigorous-intensity activities as part of you"
paq620,Does {your/SP's} work involve moderate-intensity activity that causes small increases in breathing o
paq625,"In a typical week, on how many days {do you/does SP} do moderate-intensity activities as part of {yo"
paq635,The next questions exclude the physical activity of work that you have already mentioned.  Now I wou
paq640,"In a typical week, on how many days {do you/does SP} walk or bicycle for at least 10 minutes continu"
paq650,The next questions exclude the work and transportation activities that you have already mentioned.  
paq655,"In a typical week, on how many days {do you/does SP} do vigorous-intensity sports, fitness or recrea"
paq665,"{Do you/Does SP} do any moderate-intensity sports, fitness, or recreational activities that cause a "
paq670,"In a typical week, on how many days {do you/does SP} do moderate-intensity sports, fitness or recrea"
smd415,Total number of smokers inside home
smd415a,Total # of cigarette smokers inside home
whq510p,Why are you trying to lose weight?
dbd895,"Next I'm going to ask you about meals.  By meal, I mean breakfast, lunch and dinner.  During the pas"
dbd900,How many of those meals {did you/did SP} get from a fast-food or pizza place?
dbd905,"Some grocery stores sell ""ready to eat"" foods such as salads, soups, chicken, sandwiches and cooked "
dbd910,"During the past 30 days, how often did you {SP} eat frozen meals or frozen pizzas?  Here are some ex"
dbq915,{Do you/Does SP} consider {yourself/himself/herself} to be a vegetarian?
dbq920,{Do you/Does SP} have any food allergies?
dbq925a,What foods {are you/is SP} allergic to?
dbq925b,What foods {are you/is SP} allergic to?
dbq925c,What foods {are you/is SP} allergic to?
dbq925d,What foods {are you/is SP} allergic to?
dbq925e,What foods {are you/is SP} allergic to?
dbq925f,What foods {are you/is SP} allergic to?
dbq925g,What foods {are you/is SP} allergic to?
dbq925h,What foods {are you/is SP} allergic to?
dbq925i,What foods {are you/is SP} allergic to?
dbq925j,What foods {are you/is SP} allergic to?
dbq930,{Are you/Is SP} the person who does most of the planning or preparing of meals in {your/SP's} family
dbq935,{Do you/Does SP} share in the planning or preparing of meals with someone else?
dbq940,{Are you/Is SP} the person who does most of the shopping for food in {your/SP's} family?
dbq945,{Do you/Does SP} share in the shopping for food with someone else?
smd415,Total number of smokers inside home.
smd415a,Total number of cigarette smokers inside home.
smd430,Total number cigarettes per day smoked anywhere inside the home by all cigarette smokers.
bpd058,How often {did you check your/did SP check his/her} blood pressure at home during the last 12 months
bpq056,{Did you/Did SP} take {your/his/her} blood pressure at home during the last 12 months?
bpq059,Did a doctor or other health professional tell {you/SP} to take {your/his/her} blood pressure at hom
mcq070,{Have you/Has SP} ever been told by a doctor or other health care professional that {you/s/he} had p
mcq082,Has a doctor or other health professional ever told {you/SP} that {you have/s/he/SP has} celiac (sel
mcq086,{Are you/is SP} on a gluten-free diet?
mcq191,Which type of arthritis was it
did341,"During the past 12 months, about how many times has a doctor or other health professional checked {y"
pad680,"The following question is about sitting at work, at home, getting to and from places, or with friend"
paq706,"Now I'd like to ask you some questions about {SP's} activities. During the past 7 days, on how many "
whq030e,How do you consider your child's weight?
ald020,"During your life, on how many days have you had at least one drink of alcohol?"
ald030,"During the past 30 days, on how many days did you have at least one drink of alcohol?"
ald040,"During the past 30 days, on how many days did you have 5 or more drinks of alcohol in a row, that is"
alq010,"English Text: The following questions ask about alcohol use. This includes beer, wine, wine coolers,"
dbd041,How old was {SP} when {he/she} was first fed formula?
dbd055,This next question is about the first thing that {SP} was given other than breast milk or formula.  
dbd061,How old was {SP} when {he/she} was first fed milk?
dbq073a,What type of milk was {SP} first fed?  Was it . . .
dbq073b,What type of milk was {SP} first fed?  Was it . . .
dbq073c,What type of milk was {SP} first fed?  Was it . . .
dbq073d,What type of milk was {SP} first fed?  Was it . . .
dbq073e,What type of milk was {SP} first fed? Was it . . .
dbq073u,What type of milk was {SP} first fed?  Was it . . .
dbq223a,What type of milk was it?  Was it usually . . .
dbq223b,What type of milk was it?  Was it usually . . .
dbq223c,What type of milk was it?  Was it usually . . .
dbq223d,What type of milk was it?  Was it usually . . .
dbq223e,What type of milk was it? Was it usually . . .
dbq223u,What type of milk was it?  Was it usually . . .
paq710,"Now I will ask you first about TV watching and then about computer use.  Over the past 30 days, on a"
paq715,"Over the past 30 days, on average how many hours per day did {you/SP} use a computer or play compute"
did310d,"What does {your/SP's} doctor or other health professional say {your/his/her} 

blood pressure shou"
did310s,"What does {your/SP's} doctor or other health professional say {your/his/her} 

blood pressure shou"
did320,"One part of total serum cholesterol in {your/SP's} blood is a bad cholesterol, 

called LDL, which"
did330,"What does {your/SP's} doctor or other health professional say {your/his/her} 

LDL cholesterol sho"
diq172,{Do you/Does SP} feel {you/he/she} could be at risk for diabetes or prediabetes?
diq175a,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175b,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175c,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175d,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175e,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175f,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175g,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175h,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175i,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175j,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175k,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175l,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175m,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175n,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175o,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175p,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175q,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175r,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175s,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175t,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175u,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq175v,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
diq175w,"Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything el"
diq275,"Glycosylated (GLY-CO-SYL-AT-ED) hemoglobin or the ""A one C"" test measures your average level of bloo"
diq291,"What does {your/SP's} doctor or other health professional say {your/his/her} ""A one C"" level  should"
diq300d,"Blood pressure is usually given as one number over another. What was 

{your/SP's} most recent blo"
diq300s,"Blood pressure is usually given as one number over another. What was 

{your/SP's} most recent blo"
whq030e,How do you consider {SP} weight?
smq621,The following questions are about cigarette smoking and other tobacco use.  Do not include cigars or
mcq010,The following questions are about different medical conditions. Has a doctor or other health profess
mcq025,How old {were you/was SP} when {you were/s/he was} first told {you/he/she} had asthma (az-ma)?
mcq035,{Do you/Does SP} still have asthma (az-ma)?
mcq040,"During the past 12 months, {have you/has SP} had an episode of asthma (az-ma) or an asthma attack?"
mcq053,"During the past 3 months, {have you/has SP} been on treatment for anemia (a-nee-me-a), sometimes cal"
mcq075,{Do you/Does SP} currently have . . .
mcq084,The next question asks about difficulties in thinking or remembering that can make a big difference 
